Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,65,31182.19,Weekly,Owned,5.5,Yes,1,Parent,10,38182.19,Yes,Yes,Business,Insurance,0,0
Private,11,23182.19,Monthly,Rented,2.1,No,3,Friend,11,23118.29,No,No,None,None,0,1
Private,40,26182.19,Bimonthly,Rented,3.1,No,2,Sibling,11,26118.29,No,No,Freelance,Savings,0,0
Public,80,34182.19,Weekly,Owned,7.1,Yes,1,Spouse,10,41182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,19182.19,Monthly,Rented,1.2,No,4,Friend,11,19118.29,No,No,None,None,0,1
Private,20,25182.19,Bimonthly,Owned,1.2,Yes,2,Parent,11,25118.29,No,Yes,Freelance,Savings,0,0
Public,60,29182.19,Weekly,Owned,5.1,Yes,1,Parent,10,37182.19,Yes,Yes,Business,Insurance,0,0
Private,11,24182.19,Monthly,Rented,2.5,No,3,Friend,11,24118.29,No,No,None,None,0,1
Private,35,27182.19,Bimonthly,Rented,2.8,No,2,Sibling,11,27118.29,No,No,Freelance,Savings,0,0
Public,75,32182.19,Weekly,Owned,6.8,Yes,1,Spouse,10,39182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,20182.19,Monthly,Rented,1.6,No,4,Friend,11,20118.29,No,No,None,None,0,1
Private,18,26182.19,Bimonthly,Owned,0.9,Yes,2,Parent,11,26118.29,No,Yes,Freelance,Savings,0,0
Public,55,28182.19,Weekly,Owned,4.8,Yes,1,Parent,10,36182.19,Yes,Yes,Business,Insurance,0,0
Private,11,25182.19,Monthly,Rented,2.8,No,3,Friend,11,25118.29,No,No,None,None,0,1
Private,30,28182.19,Bimonthly,Rented,2.5,No,2,Sibling,11,28118.29,No,No,Freelance,Savings,0,0
Public,70,31182.19,Weekly,Owned,6.5,Yes,1,Spouse,10,38182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,21182.19,Monthly,Rented,1.8,No,4,Friend,11,21118.29,No,No,None,None,0,1
Private,15,27182.19,Bimonthly,Owned,0.5,Yes,2,Parent,11,27118.29,No,Yes,Freelance,Savings,0,0
Public,50,27182.19,Weekly,Owned,4.5,Yes,1,Parent,10,35182.19,Yes,Yes,Business,Insurance,0,0
Private,11,26182.19,Monthly,Rented,3.0,No,3,Friend,11,26118.29,No,No,None,None,0,1
Private,28,29182.19,Bimonthly,Rented,2.2,No,2,Sibling,11,29118.29,No,No,Freelance,Savings,0,0
Public,65,30182.19,Weekly,Owned,6.2,Yes,1,Spouse,10,37182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,22182.19,Monthly,Rented,2.0,No,4,Friend,11,22118.29,No,No,None,None,0,1
Private,12,28182.19,Bimonthly,Owned,0.2,Yes,2,Parent,11,28118.29,No,Yes,Freelance,Savings,0,0
Public,45,26182.19,Weekly,Owned,4.2,Yes,1,Parent,10,34182.19,Yes,Yes,Business,Insurance,0,0
Private,11,27182.19,Monthly,Rented,3.2,No,3,Friend,11,27118.29,No,No,None,None,0,1
Private,25,25182.19,Bimonthly,Rented,1.8,No,2,Sibling,11,25118.29,No,No,Freelance,Savings,0,0
Public,60,29182.19,Weekly,Owned,5.8,Yes,1,Spouse,10,36182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,23182.19,Monthly,Rented,2.2,No,4,Friend,11,23118.29,No,No,None,None,0,1
Private,10,29182.19,Bimonthly,Owned,0.1,Yes,2,Parent,11,29118.29,No,Yes,Freelance,Savings,0,0
Public,40,25182.19,Weekly,Owned,3.8,Yes,1,Parent,10,33182.19,Yes,Yes,Business,Insurance,0,0
Private,11,28182.19,Monthly,Rented,3.5,No,3,Friend,11,28118.29,No,No,None,None,0,1
Private,22,26182.19,Bimonthly,Rented,1.5,No,2,Sibling,11,26118.29,No,No,Freelance,Savings,0,0
Public,55,28182.19,Weekly,Owned,5.5,Yes,1,Spouse,10,35182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,24182.19,Monthly,Rented,2.5,No,4,Friend,11,24118.29,No,No,None,None,0,1
Private,8,25182.19,Bimonthly,Owned,0.0,Yes,2,Parent,11,25118.29,No,Yes,Freelance,Savings,0,0
Public,35,24182.19,Weekly,Owned,3.5,Yes,1,Parent,10,32182.19,Yes,Yes,Business,Insurance,0,0
Private,11,29182.19,Monthly,Rented,3.8,No,3,Friend,11,29118.29,No,No,None,None,0,1
Private,20,27182.19,Bimonthly,Rented,1.2,No,2,Sibling,11,27118.29,No,No,Freelance,Savings,0,0
Public,50,27182.19,Weekly,Owned,5.2,Yes,1,Spouse,10,34182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,25182.19,Monthly,Rented,2.8,No,4,Friend,11,25118.29,No,No,None,None,0,1
Private,6,26182.19,Bimonthly,Owned,0.0,Yes,2,Parent,11,26118.29,No,Yes,Freelance,Savings,0,0
Public,30,23182.19,Weekly,Owned,3.2,Yes,1,Parent,10,31182.19,Yes,Yes,Business,Insurance,0,0
Private,11,28182.19,Monthly,Rented,3.6,No,3,Friend,11,28118.29,No,No,None,None,0,1
Private,18,28182.19,Bimonthly,Rented,0.9,No,2,Sibling,11,28118.29,No,No,Freelance,Savings,0,0
Public,45,26182.19,Weekly,Owned,4.9,Yes,1,Spouse,10,33182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,26182.19,Monthly,Rented,3.0,No,4,Friend,11,26118.29,No,No,None,None,0,1
Private,5,27182.19,Bimonthly,Owned,0.0,Yes,2,Parent,11,27118.29,No,Yes,Freelance,Savings,0,0
Public,25,22182.19,Weekly,Owned,2.9,Yes,1,Parent,10,30182.19,Yes,Yes,Business,Insurance,0,0
Private,11,27182.19,Monthly,Rented,3.2,No,3,Friend,11,27118.29,No,No,None,None,0,1
Private,15,29182.19,Bimonthly,Rented,0.5,No,2,Sibling,11,29118.29,No,No,Freelance,Savings,0,0
Public,40,25182.19,Weekly,Owned,4.5,Yes,1,Spouse,10,32182.19,Yes,Yes,Business,Community Plan,0,0
Private,11,27182.19,Monthly,Rented,3.1,No,4,Friend,11,27118.29,No,No,None,None,0,1
Private,4,28182.19,Bimonthly,Owned,0.0,Yes,2,Parent,11,28118.29,No,Yes,Freelance,Savings,0,0
Public,20,21182.19,Weekly,Owned,2.5,Yes,1,Parent,10,29182.19,Yes,Yes,Business,Insurance,0,0
Private,11,26182.19,Monthly,Rented,2.9,No,3,Friend,11,26118.29,No,No,None,None,0,1
Private,12,25182.19,Bimonthly,Rented,0.2,No,2,Sibling,11,25118.29,No,No,Freelance,Savings,0,0
Public,35,24182.19,Weekly,Owned,4.2,Yes,1,Spouse,10,31182.19,Yes,Yes,Business,Community Plan,0,0
